ID,Company_Name,Address,Telephone,Facsimile,Email,Website
151528,Aurecon Pty Ltd Aurecon Pty Ltd - Melbourne  - Library,60 Albert Rd    SOUTH MELBOURNE       VIC   3205     AUSTRALIA,03 8683 1226,03 8683 1444,suterg@ap.aurecon.com,http://www.conwag.com/
151529,Aurecon Pty Ltd Aurecon Pty Ltd - Sydney,Library    116 Military Rd     Neutral Bay       NSW   2089     AUSTRALIA,02 9465 5542,02 9465 5598,sarah.orlando@aurecongroup.com,http://www.conwag.com/
144340, Aurecon Pty Ltd Library - Brisbane,"Level 14, 32 Turbot Street    BRISBANE       QLD   4000     AUSTRALIA",,,,
165608, AusStage,Flinders University    GPO Box 2100     ADELAIDE       SA   5001     AUSTRALIA,,,,http://www.ausstage.edu.au/default.jsp?xcid=27
160608, Aussie Global Books,PO Box 600    Balwyn North       VIC   3104     AUSTRALIA,,,,
20390,Austin Health Austin Health Library  - Document supply service,145 Studley Rd    HEIDELBERG       VIC   3084     AUSTRALIA,61 3 9496 3638,61 3 9459 0206,library@austin.org.au,http://www.austin.org.au
163568,Australian Trade and Investment Commission Austrade Research & Information Centre,"Level 23, Aon Tower    201 Kent St     SYDNEY       NSW   2000     AUSTRALIA",02 93922707,02 93922024,infocentre@austrade.gov.au,
21204,Australasian College of Dermatologists Australasian College of Dermatologists Library,136 Pittwater Rd     GLADESVILLE       NSW   2111     AUSTRALIA,02 9879 6177,02 9816 1174,,http://www.dermcoll.asn.au/
159070, Australasian Journal of Victorian Studies,Electronic Resource    N/A       VIC   N/A     AUSTRALIA,,,,
172372, Australasian Legal Information Institute,,,,,
20652,Australia Post Australia Post: POSTlibrary & Knowledge Centre,Level 15    111 Bourke Street     MELBOURNE       VIC   3000     AUSTRALIA,03 9106 7190,03 8379 3831,library@auspost.com.au,http://www.auspost.com.au/
177606, Australia's National Research Organisation for Women's Safety Library,"Level 11, 31 Market Street    SYDNEY       NSW   2000     AUSTRALIA",02 8374 4060,,cristina.lee@anrows.org.au,https://anrows.softlinkhosting.com.au/liberty/libraryHome.do
171629,National Library of Australia - Resource Discovery Services AustraliaDancing,"People Australia, Resource Discovery Services    National Library of Australia     PARKES       ACT   2600     AUSTRALIA",,,,http://www.nla.gov.au
22073,Department of the Environment and Energy Australian Antarctic Division Library,PO Box 385    KINGSTON       TAS   7050     AUSTRALIA,03 6232 3516,,library@aad.gov.au,http://www.environment.gov.au/
21089,Australian Business Ltd. Australian Business Library,140 Arthur St    NORTH SYDNEY       NSW   2059     AUSTRALIA,02 9927 7571,02 9923 1166,library@abol.net,http://www.abol.net/
21325,ABIX: Australasian Business Intelligence Australian Business database  - Business News - Database and Document Delivery,Level 2    627 Chapel St     SOUTH YARRA       VIC   3141     AUSTRALIA,,,,http://www.abix.com.au/
177903, Australian Capital Equity,30 Kings Park Road    WEST PERTH       WA   6005     AUSTRALIA,,,,
161468,Australian Catholic University Australian Catholic University Library,"Interlibrary Loans    Level 8, 33 Berry Street      NORTH SYDNEY       NSW   2060     AUSTRALIA",02 9701 4124,,LibILL.Requesting@acu.edu.au,https://library.acu.edu.au/
19785,Australian Centre for Photography Ltd. Australian Centre for Photography Library,257 Oxford St    PADDINGTON       NSW   2021     AUSTRALIA,02 9332 1455,02 9331 6887,info@acp.au.com,http://www.acp.au.com/
20504,Australian Centre for the Moving Image Australian Centre for the Moving Image Collections,222 Park St    SOUTH MELBOURNE       VIC   3205     AUSTRALIA,03 9929 7040,03 9929 7027,contact@cinemedia.net,https://www.acmi.net.au/
177789, Australian Chiropractic College Library,"Level 1, Dowie House    83-89 Curries Street     ADELAIDE       SA   5000     AUSTRALIA",08 7082 1500,,library@acc.sa.edu.au,http://acc.intersearch.com.au/
19687,Australian College of Physical Education Australian College of Physical Education Library  - Inter-library Loans,"Level 3, Quad 4    10 Parkview Drive     SYDNEY OLYMPIC PARK       NSW   2127     AUSTRALIA",02 9739 3364,,interlib@acpe.edu.au,http://www.acpe.edu.au/
168248,Australian Commando Association Australian Commando Museum,Fort Gellibrand    Morris Street     Williamstown       VIC   3016     AUSTRALIA,,,,http://www.austcdoassocvic.com/
21700, Australian Consumers' Association,57 Carrington Rd    MARRICKVILLE       NSW   2204     AUSTRALIA,02 9577 3367,02 9577 3222,kraper@choice.com.au,
20467,Australian Contemporary Music Development Company Ltd Australian Contemporary Music Development Library,62-74 Pickles St    SOUTH MELBOURNE       VIC   3205     AUSTRALIA,03 9696 2422,03 9696 2879,ausmusic@iaccess.com.au,
153788,Australian National University Australian Dictionary of Biography Online,"Australian Dictionary of Biography, Research School of Social Sciences    Building 9,   H C Coombs Building     The Australian National University       ACT   0200     AUSTRALIA",,,,http://www.anu.edu.au
174608,Western Sydney University Australian Directory of Electronic Literature and Text-based Art (ADELTA),"ADELTA,  Penrith Campus, Western Sydney University    Second Avenue     KINGSWOOD       NSW   2747     AUSTRALIA",,,,http://www.uws.edu.au
175508, Australian Elizabethan Theatre Trust,PO Box 1203    NEUTRAL BAY       NSW   2089     AUSTRALIA,02 9929 7449,,reception@aett.com.au,http://www.thetrust.org.au/
21109, Australian Emergency Management Library,Australian Emergency Management  Library           ACT   2600     AUSTRALIA,,,,
21218,Australian Federation of Employers and Industries Australian Federation of Employers and Industries.,"Level 2, 97-99 Bathurst Street    SYDNEY       NSW   2000     AUSTRALIA",02 9264 2000,02 9261 1968,librarian@employersfirst.org.au,http://www.afei.org.au
175328, Australian Garden History Society,Australian Garden History Society    Gate Lodge 100 Birdwood Avenue     MELBOURNE       VIC   3004     AUSTRALIA,,,,https://www.gardenhistorysociety.org.au
169556, Australian Gliding Museum,,,,,
20523, Australian Golf Museum,155 Cecil St    SOUTH MELBOURNE       VIC   3205     AUSTRALIA,,,,
21332, Australian Golf Union (Museum)  - Golf Secretariat,Golf Australia House    153 - 155 Cecil St     SOUTH MELBOURNE       VIC   3205     AUSTRALIA,03 9699 7944,03 9690 8510,,http://www.agu.org.au
21331,Australian Golf Union Incorporated Australian Golf Union Library  - Golf Secretariat,Golf Australia House    153 - 155 Cecil St     SOUTH MELBOURNE       VIC   3205     AUSTRALIA,03 9699 7944,03 9690 8510,,http://www.agu.org.au/
160148, Australian Human Resources Institute,Level 13    565 Bourke Street     MELBOURNE       VIC   3000     AUSTRALIA,,,,http://www.ahri.com.au
19844,Australian Human Rights Commission Australian Human Rights Commission Library,Level 8    Piccadilly Tower / 133 Castlereagh St     SYDNEY       NSW   2000     AUSTRALIA,02 9284 9697 or 02 9284 9640,02 9284 9701,hreoclibrary@humanrights.gov.au,
21627, Australian Institute for University Studies,Shenton Ave    JOONDALUP       WA   6027     AUSTRALIA,08 9300 1466,08 9300 1462,marion@star.aius.edu.au,
173789, Australian Institute of Business  - Library,"Level 16, 1 King William Street    ADELAIDE       SA   5000     AUSTRALIA",08 7325 1358,08 8212 0032,askthelibrary@aib.edu.au,
19696,Australian Institute of Management Australian Institute of Management,7 Macquarie Place    SYDNEY       NSW   2000     AUSTRALIA,02 9956 3034,,library@aim.com.au,http://www.aim.com.au/
155848,Australian Institute of Music Australian Institute of Music Library  - ILL,1 Foveaux Street    Sydney       NSW   2010     AUSTRALIA,0292195417,,library@aim.edu.au,http://www.aim.edu.au
19955, Australian Institute of Police Management Library,Collins Beach Road    MANLY       NSW   2095     AUSTRALIA,02 9934 4743,,library@aipm.gov.au,http://library.aipm.gov.au
160152, Australian Institute of Professional Education,NSW          AUSTRALIA,,,,http://www.aipe.nsw.edu.au
177899," Australian International School, Malaysia","22 Jalan Anggerik    The Mines Resort City     SERI KEMBANGAN, SELANGOR          4330     MALAYSIA",,,,
21473, Australian Jazz Museum,15 Mountain Highway    WANTIRNA       VIC   3152     AUSTRALIA,03 9800-5535,,info@vicjazzarchive.org.au,http://www.ajm.org.au
19864,Australian Jewish Historical Society Inc. Australian Jewish Historical Society Library,146 Darlinghurst Road    DARLINGHURST       NSW   2010     AUSTRALIA,02 9380 5145,,admin@ajhs.com.au,http://www.zeta.org.au/~feraltek/genealogy/ajgs/index.html
20562,Australian Jewish Historical Society Victoria Inc Australian Jewish Historical Society Victoria Inc Library,PO Box 255     CAMBERWELL       VIC   3124     AUSTRALIA,03 9882 2600,,,http://www.zeta.org.au/~feraltek/genealogy/ajgs/index.html
176983, Australian Joint Copying Project,,,,,
158952,National Library of Australia Australian Journal of  Adoption,Electronic Resource    N/A       ACT   N/A     AUSTRALIA,,,,http://www.nla.gov.au/
178692, Australian Labor Party - Castlemaine Branch,PO BOX 351    BENDIGO       VIC   3552     AUSTRALIA,,,,
101351, Australian Lebanese Historical Society,PO Box 712    COOGEE       NSW   2034     AUSTRALIA,,,,http://www.alhs.org.au/
21496, Australian Lesbian and Gay Archives Inc,6 Claremont St    SOUTH YARRA       VIC   3141     AUSTRALIA,,,,http://www.alga.org.au
19699, Australian Listening Library,3rd Floor    26 Ridge St     NORTH SYDNEY       NSW   2060     AUSTRALIA,02 9955 7479,,,
177105, Australian Meteorological Association,,,,,http://www.ameta.org.au/index.htm
169655, Australian Multicultural Community Services,,,,,
150149,Australian Museum Australian Museum Archives,6 College Street    Sydney       NSW   2019     AUSTRALIA,,,,http://www.austmus.gov.au/
19707,Australian Museum Australian Museum Research Library  - Interlibrary Loans,1 William Street    SYDNEY       NSW   2010     AUSTRALIA,02 9320 6384,02 9320 6050,ill@austmus.gov.au,http://www.austmus.gov.au/
65868, Australian Music Online,GPO Box 2227    SYDNEY       NSW   2001     AUSTRALIA,02 8353 6900,02 8353 6999,info@amo.org.au,http://www.amo.org.au
159668, Australian National Academy of Music,210 Bank Street    South Melbourne       VIC   3205     AUSTRALIA,03 9645 7911,,lib@anam.com.au,http://www.anam.com.au/
19620,Department of the Environment and Energy Australian National Botanic Gardens Library  - Inter Library Loans Service,Clunies Ross St    CANBERRA       ACT   2600     AUSTRALIA,02 6250 9480,02 6250 9599,ANBG.library@environment.gov.au,http://www.environment.gov.au/
160929, Australian National Data Service,"ANDS Office  Monash University    Building F, Level 6, 900 Dandenong Road,     CAULFIELD EAST       VIC   3145     AUSTRALIA",,,,http://ands.org.au/
128388, Australian National Islamic Library,221 Clive Steele Avenue    MONASH       ACT   2904     AUSTRALIA,0418224872,,library@cic-anil.org.au,http://library.cic-anil.org.au
165610,Australian National Maritime Museum Australian National Maritime Museum Collection,Wharf 7 Maritime Heritage Centre     58 Pirrama Rd     PYRMONT       NSW   2009     AUSTRALIA,,,,http://www.anmm.gov.au/
19660,Australian National University Australian National University Library  - Document Supply Services,"Document Supply Service, The Australian National University    5 Fellows Road, Law Library     ACTON       ACT   2601     AUSTRALIA",02 6125 4630,02 6125 0734,docdel@anu.edu.au,http://www.anu.edu.au
166370,Australian National University Australian National University Online,Australian National University    ACTON       ACT   0200     AUSTRALIA,,,,http://www.anu.edu.au
167888,"Australian National University
    Australian National University Library Australian National University: Institutional Repository",J.B. Chifley Building    CANBERRA       ACT   0200     AUSTRALIA,,,,http://anulib.anu.edu.au/
175629,Australian National University Australian Newspaper Fiction Database,"ANU College of Arts and Social Sciences     Beryl Rawson Building, 13 Ellery Crescent     CANBERRA       ACT   2601     AUSTRALIA",,,,http://www.anu.edu.au
175628,Australian National University Australian Newspaper Fiction Database,,,,,http://www.anu.edu.au
172429, Australian Ocean Data Network,,,,,http://www.aodn.org.au
167988, Australian Pork,"Level 2, 2 Brisbane Avenue    BARTON       ACT   2600     AUSTRALIA",02 6293 8317,,,http://www.australianpork.com.au/pages/index.asp
90896, Australian Prime Ministers Centre,Museum of Australian Democracy at Old Parliament House    18 King George Terrace     PARKES       ACT   2600     AUSTRALIA,02 6270 8109,02 6270 8260,apmc@moadoph.gov.au,http://moadoph.gov.au/research/
20685,Australian Racing Museum and Hall of Fame Australian Racing Museum and Hall of Fame,Caulfield Racecourse    Station St.     CAULFIELD       VIC   3162     AUSTRALIA,03 9563 4452,03 9571 0294,,http://www.racingmuseum.com.au
67430,Australian Red Cross Blood Service - New South Wales Australian Red Cross Blood Service Library,17 O'Riordan St    Alexandria       NSW   2015     AUSTRALIA,02 92342489,,slind@redcrossblood.org.au,https://www.donateblood.com.au/
20396,Australian Red Cross Blood Service - Victoria Australian Red Cross Blood Service Library (Victoria),Cnr Batman & Adderley st    West Melbourne       VIC   3006     AUSTRALIA,3 9694 0280,,astamatelos@redcrossblood.org.au,http://www.arcbs.redcross.org.au/
80292, Australian Refugee Association,Director    304 Henley Beach Road     Underdale       SA   5032     AUSTRALIA,08 8354 2951,08 8354 2953,,
20924,Summer Institute of Linguistics Australian Society for Indigenous Languages,30 Georgina Cresent    PALMERSTON       NT   0831     AUSTRALIA,08  8931 3133,08  8931 3177,,http://www.sil.org/
65867,University of Melbourne Australia Centre Australian Sound Design Project,"Australia Centre, 137 Barry Street    University of Melbourne     CARLTON       VIC   3053     AUSTRALIA",,,,http://www.sounddesign.unimelb.edu.au/site/index1.html
114837,Australian Technical College Australian Technical College - Adelaide South,,,,,
173369, Australian Technical and Management College,"Level 2, 399 Lonsdale Street    MELBOURNE       VIC   3000     AUSTRALIA",03 8327 3100,,library@atmc.edu.au,http://library.atmc.edu.au/
21110,Australian Unity Friendly Society Australian Unity Friendly Society Library,114 Albert Rd    SOUTH MELBOURNE       VIC   3205     AUSTRALIA,03 9697 0266,03 9697 0512,,http://www.austunity.com.au/
80293, Australian Vietnamese Women's Welfare Association,unknown           VIC   unknown     AUSTRALIA,03 9428 9078,,info@avwwa.com.au,
150648, Australian Water Environments,1/198 Greenhill Road    EASTWOOD       SA   5063     AUSTRALIA,08 83788000,08 83578988,francessandeman@austwaterenv.com.au,http://www.austwaterenv.com.au
155108,The University of Melbourne Australian Women's Register,Australian Women's Archives Project    PARKVILLE       VIC   3010     AUSTRALIA,(03) 8344 4000,,n.henningham@unimelb.edu.au,http://www.unimelb.edu.au/
100749, Australian Worldwide Exploration Ltd,,,,,http://awexp.com.au
89022,Shire of Harvey Libraries Australind Public Library,Paris Road    AUSTRALIND       WA   6233     AUSTRALIA,,,,
168648, Austroads,"Suite 2, Level 9    287 Elizabeth Street     SYDNEY       NSW   2000     AUSTRALIA",02 9264 7088,,austroads@austroads.com.au,http://www.austroads.com.au/
21635,Autism SA Autism SA Resource Centre,262 Marion Road    NETLEY       SA   5037     AUSTRALIA,08 8379 6976,08 8338 1216,admin@autismsa.org.au,http://www.autismsa.org.au
154888,Autism Victoria Family Support and Information Services Autism Victoria Library,24 DRUMMOND STREET    Carlton       VIC   3053     AUSTRALIA,03 9657 1600,,library@autismvictoria.org.au,http://www.vicnet.net.au/~autism/
21333,Avoca and District Historical Society Inc. Avoca & District Historical Society Library,Courthouse    High St     AVOCA       VIC   3467     AUSTRALIA,03  5465 3265,,,http://home.vicnet.net.au/~adhs/ADHSMain.htm
19718,Avondale University College Avondale Lake Macquarie Library,582 Freemans Drv    COORANBONG       NSW   2265     AUSTRALIA,02 4980 2135,02 4980 2137,docdel@avondale.edu.au,http://www.avondale.edu.au/
19992,Avondale University College Avondale Sydney Library,"Avondale Sydney Library    Clinical Education Centre, 185 Fox Valley Rd     WAHROONGA       NSW   2076     AUSTRALIA",02 9480 3636,,sydney.library@avondale.edu.au,http://www.avondale.edu.au/
169597, B-24 Liberator Memorial Restoration Australia Inc,,,,,
160336,Brisbane Boys' College BBC Library,Kensington Terrace    TOOWONG       QLD   4066     AUSTRALIA,,,,http://www.bbc.qld.edu.au/
167248, BHP Billiton Iron Ore,"Level 29, City Square    125 St Georges Terrace     PERTH       WA   6000     AUSTRALIA",,,,
20196,BMT WBM Pty Ltd BMT WBM Pty Ltd Library,200 Creek Street    SPRING HILL       QLD   4000     AUSTRALIA,07 3831 6744,07 3832 3627*,library@bmtwbm.com.au,
21115,"Bacchus Marsh & District Historical Society Bacchus Marsh & District Historical Society Library, Archives",Main St    BACCHUS MARSH       VIC   3340     AUSTRALIA,,,,
89023,Shire of Dandaragan Libraries Badgingarra Public Library,Community Centre    North West Road     BADGINGARRA       WA   6521     AUSTRALIA,,,BADGINGARRALIBRARY@WESTNET.COM.AU,
160237,Kambala Bain Senior Library,794 New South Head Rd    ROSE BAY       NSW   2029     AUSTRALIA,,,,http://www.kambala.nsw.edu.au/
21338,East Gippsland Shire Library Bairnsdale Library  - Inter Library Loans,22 Service St    BAIRNSDALE       VIC   3875     AUSTRALIA,03  5153 9559,03  5152 6633,ILL@egipps.vic.gov.au,http://www.egipps.vic.gov.au
20491,Bairnsdale Regional Health Service Bairnsdale Medical Library,Day St    BAIRNSDALE       VIC   3875     AUSTRALIA,03  5150 3333,03  5152 6784*,library@brhs.com.au,http://www.brhs.com.au
169778, Bairnsdale RSL Sub Branch,,,,,http://www.bairnsdale.rslvic.com.au/
19720,Baker & Taylor Inc. Baker & Taylor Inc  - Library Supplier - US based,16 Dickenson Way    BOORAGOON       WA   6154     AUSTRALIA,1800-338-380,08-9476-6455,ahocken@ybp.com,http://www.btol.com
20215,Wakefield Regional Council Balaklava Community Library,Balaklava High School    May Terrace     BALAKLAVA       SA   5461     AUSTRALIA,08 8862 1336,08 8862 1336,wakefield@libraries.sa.gov.au,http://www.balakhs.sa.edu.au/123/
89024,Donnybrook-Balingup Library Services Balingup Library,Cnr of Roberts Road and Jayes Road    BALINGUP       WA   6253     AUSTRALIA,08 9764 1037,,blibrary@donnybrook.wa.gov.au,http://donnybrookshire.mysouthwest.com.au/Facilities/details?row_id=153093738
89038,City of Swan Ballajura Public Library,Cnr Kingfisher Avenue and Illawarra Crescent    BALLAJURA       WA   6066     AUSTRALIA,08 9207 8686,,ballajura.library@swan.wa.gov.au,http://cityofswan.com
20422, Ballan Shire Historical Society,45-47 Stieglitz Street    BALLAN       VIC   3342     AUSTRALIA,03  5368 2544,,bshsinc@hotmail.com.au,
20402,Ballarat & District Aboriginal Co-operative Ltd Ballarat & District Aboriginal Co-operative Library,5 Market St    BALLARAT       VIC   3350     AUSTRALIA,03 5331 5344,03 5333  1637,,
169335, Ballarat & Queen's Anglican Grammar School,,,,,
20483,Ballarat Aviation Museum Inc. Ballarat Aviation Museum Library,Ballarat Airport     WENDOUREE       VIC   3355     AUSTRALIA,,,,
169369, Ballarat Clarendon College,,,,,
169592, Ballarat Fire Brigade,,,,,
168288,"Ballarat Health Services
    Ballarat Health Services Library Ballarat Health Services Historical Archive",Drummond Street Nth    BALLARAT       VIC   3350     AUSTRALIA,,,gemmas@bhs.org.au,http://ballaraths.softlinkhosting.com.au/liberty3/libraryHome.do
20397,Ballarat Health Services Ballarat Health Services Library  - Ballarat Health Services Library,Library    Drummond St Nth     BALLARAT       VIC   3350     AUSTRALIA,03  5320 4455,03  5320 4833,gemmas@bhs.org.au,http://ballaraths.softlinkhosting.com.au/liberty3/libraryHome.do
176279, Ballarat Heritage Services,PO BOX 2209    BALLARAT MAIL CENTRE       VIC   3354     AUSTRALIA,,,info@ballaratheritage.com.au,http://ballaratheritage.com.au/
20394,Central Highlands Libraries Ballarat Library,178 Doveton St Nth    BALLARAT       VIC   3350     AUSTRALIA,03  5338 6850,03  5331 7908,ill@centralhighlandslibraries.org.au,https://centralhighlandslibraries.org.au/
167129,Ballarat Mechanics Institute Ballarat Mechanics Institute Library,117-119 Sturt Street    BALLARAT       VIC   3350     AUSTRALIA,,,,http://www.library.org.au
169742, Ballarat Ranger Military Museum,,,,,
176883, Ballarat Regional Trades and Labour Council Inc.,24 Camp Street    BALLARAT       VIC   3350     AUSTRALIA,03 5332 3666,,balltlc@outlook.com.au,http://www.balltlc.org.au/
21248,Ballarat Tramway Museum Inc Ballarat Tramway Museum Library,South Gardens Reserve    Wendouree Pde     BALLARAT       VIC   3350     AUSTRALIA,03  5334 1580,03 5334 1580,secretary@btm.org.au,http://www.btm.org.au
169390, Ballarat and District Irish Club,,,,,
21616,Sydney Local Health District Balmain Hospital Library,Booth St    BALMAIN       NSW   2041     AUSTRALIA,02 9395 2111,02 9395 2119,,http://www.health.nsw.gov.au/sydlhd/
21247,Balmoral Historical Society Balmoral Historical Society Library,Old Balmoral Court House    Glendenning St     BALMORAL       VIC   3407     AUSTRALIA,03  5570 1292,,,
21087,Balranald Shire Council Balranald Library,We St    BALRANALD       NSW   2715     AUSTRALIA,02 5020 1388,02 5020 1840,,http://www.balranald.nsw.gov.au
166489,"State Library of Queensland
    Picture Queensland partner Banana Shire Library",,,,,http://www.slq.qld.gov.au/resources/picture-queensland
24141, Banana Shire Library & Information Service,PO BOX 412    BILOELA       QLD   4715     AUSTRALIA,07-49927362,07 4992 4137,libstaff@banana.qld.gov.au,http://www.banana.qld.gov.au/index.php/40
89096,Bandyup Women's Prison Bandyup Women's Prison Library,Middle Swan Road    WEST SWAN       WA   6005     AUSTRALIA,,,,
19919,Western Sydney University Bankstown Campus Library,"Document Delivery, Penrith Campus Library, Western Sydney University    Building T, Second Avenue     KINGSWOOD       NSW   2747     AUSTRALIA",02 9852 5920,02 9852 5940,libdd@westernsydney.edu.au,http://www.uws.edu.au
166509,"State Library of Queensland
    Picture Queensland partner Barcaldine Regional Council Library",Ash Street    BARCALDINE       QLD   4725     AUSTRALIA,,,,http://www.slq.qld.gov.au/resources/picture-queensland
158608,Barcaldine Regional Council Barcaldine Shire Council Library,Ash Street    Barcaldine       QLD   4725     AUSTRALIA,,,,http://www.barcaldinerc.qld.gov.au/
21409,Swan Hill Library Barham Branch Library  - Barham Library,15 Murray St    BARHAM       NSW   2732     AUSTRALIA,02 5453 2642,,bhamlib1@bigpond.com,http://www.swanhill.vic.gov.au/quicklinks/libraries
21667, Barham/Koondrook Historical Society Inc,PO Box 124    KOONDROOK       VIC   3580     AUSTRALIA,,,,
19721, Barker College,Barker College Library    91 Pacific Highway     HORNSBY       NSW   2077     AUSTRALIA,02 9847 8238,02 9477 7411,barkerlibraryilrs@barker.nsw.edu.au,http://www.barker.nsw.edu.au/
20219,Barossa Valley Archives & Historical Trust Barossa Valley Archives & Historical Trust Library,47 Murray St    TANUNDA       SA   5352     AUSTRALIA,08 8563 3295,,,
20311,University of Adelaide Barr Smith Library  - Document Delivery Service,"Inter Library Loans, Barr Smith Library, University of Adelaide    Loading Bay, Via. Gate 5 Frome Road     ADELAIDE       SA   5005     AUSTRALIA",08 8313 5346,,library-ill@adelaide.edu.au,http://www.adelaide.edu.au/
19760,"Catholic Education, Diocese of Parramatta Barry Collins Resource Centre",38 - 40 Renwick St    LEICHHARDT       NSW   2040     AUSTRALIA,02 9568 8425,02 9568 8465,,https://www.parra.catholic.edu.au/
174319,NT Schools Katherine Region Barunga Community,PMB 117    VIA KATHERINE       NT   0850     AUSTRALIA,,,,
20427,Barwon Grange (Historic House) Barwon Grange Library,25 Fernleigh Street    NEWTOWN       VIC   3220     AUSTRALIA,03 5221 3906,03 5223 3052,barwon.grange@nattrust.com.au,
20409,Barwon Heads Golf Club Barwon Heads Golf Club Library,Golf Links Rd    BARWON HEADS       VIC   3227     AUSTRALIA,03  5254 2302,03   5254 3270,,
20519,Barwon Health Barwon Health Library Service  - Document Supply Service,190 Myers Street    GEELONG       VIC   3220     AUSTRALIA,03  4215 0478,,docdel@barwonhealth.org.au,http://www.barwonhealth.org.au
20428,Barwon Park (Historic House) Barwon Park Library,Inverleigh Rd    WINCHELSEA       VIC   3214     AUSTRALIA,,,,
21140,Barwon Region Water Corporation Barwon Region Water Corporation,61-67 Ryrie St    GEELONG       VIC   3220     AUSTRALIA,03  5226 2565,03  5221 8236,p.mcpherson@BarwonWater.Vic.gov.au,http://www.barwonwater.vic.gov.au/
21270,Greenslopes Private Hospital Basil Seneviratne Medical Library,Newdegate St    GREENSLOPES       QLD   4120     AUSTRALIA,07 3394 7162,07 3394 7387,library.gph@ramsayhealth.com.au,http://www.ramsayhealth.com.au/greenslopes/Default.htm
89027,Town of Bassendean Bassendean Memorial Library,46 Old Perth Road    BASSENDEAN       WA   6054     AUSTRALIA,0892792966,0892791869,baslib@bassendean.wa.gov.au,http://www.bassendean.wa.gov.au/library
76587,Australian Academy of Science Basser Library,Shine Dome    Gordon Street     ACTON       ACT   2601     AUSTRALIA,,,,http://www.science.org.au/aashome.htm
172675, Batchelor Institute of Indigenous Tertiary Education,c/o Post Office    BATCHELOR       NT   0845     AUSTRALIA,,,,http://www.batchelor.edu.au/
21427,Batchelor Institute of Indigenous Tertiary Education Batchelor Joint Use Library  - Document Delivery,Post Office    BATCHELOR       NT   0845     AUSTRALIA,08 8939 7175,08 8939 7102,library@batchelor.edu.au,http://www.batchelor.edu.au/
171508,Eurobodalla Shire Council Libraries Batemans Bay Library,Hanging Rock Place    BATEMANS BAY       NSW   2536     AUSTRALIA,02 4472 5850,,,http://www.esc.nsw.gov.au/council-services/community-services/library-and-information-services
19792,Charles Sturt University Bathurst Campus Library  - Document Delivery,Building 1412    Panorama Avenue     BATHURST       NSW   2795     AUSTRALIA,02 6338 4731,,bathill@csu.edu.au,http://www.csu.edu.au/
19727,Anglican Diocese of Bathurst Bathurst Diocesan Library,All Saints' Cathedral                   AUSTRALIA,,,,
19722,Bathurst District Historical Society Bathurst District Historical Society Library,"East Wing, Bathurst Courthouse    Russell St     BATHURST       NSW   2795     AUSTRALIA",02 6330 8455,,,http://www.bathursthistory.org.au
19725,Bathurst Regional Council Bathurst Library,70-78 Keppel St    BATHURST       NSW   2795     AUSTRALIA,02 6333 6281,02 6332 2991,ill@bathurst.nsw.gov.au,http://www.bathurst.nsw.gov.au/
19745,Bathurst Regional Art Gallery Bathurst Regional Art Gallery Library,70-78 Keppel St    BATHURST       NSW   2795     AUSTRALIA,02 6331 6066,02 6332 2991,,http://www.bathurst.nsw.gov.au/community/1420.html
169564, Bay Steamers Maritime Museum,,,,,
19971, Bayside Council  - Bayside Library (NSW),Level 1    444-446 Princes Highway     ROCKDALE       NSW   2216     AUSTRALIA,02 9562 1815,,ill@bayside.nsw.gov.au,http://library.bayside.nsw.gov.au/
19740,Bayside Council Bayside Library  - Bayside Library,"Level 1, 444-446 Princes Highway    ROCKDALE       NSW   2216     AUSTRALIA",02 9562 1815,,ill@bayside.nsw.gov.au,http://library.bayside.nsw.gov.au/
21296,Bayside Library Service Bayside Library Service  - Inter Library Loans,14 Wilson St    BRIGHTON        VIC   3186     AUSTRALIA,03  9261 7819,03  9592 8064,ill@bayside.vic.gov.au,http://www.bayside.vic.gov.au/library
89028,"Bayswater City Council Libraries
    Gerry Leeuwangh Public Library Bayswater Public Library",25 King William Street    BAYSWATER       WA   6053     AUSTRALIA,,,,http://www.bayswater.wa.gov.au/slibrary.htm
89031,Mount Marshall Shire Council Libraries Beacon Library,11 Rowland Street    BEACON       WA   6472     AUSTRALIA,,,,http://www.mtmarshall.wa.gov.au
160170, Beaconhills College,30-34 Toomuc Valley Road        PAKENHAM       VIC   3810     AUSTRALIA,,,,http://www.beaconhills.vic.edu.au/
169870, Beaconsfield Mine and Heritage Centre,West Street    BEACONSFIELD       TAS   7270     AUSTRALIA,03 6383 1473,,beaconsfield@wtc.tas.gov.au,http://www.beaconsfieldheritage.com.au/
29313,Scenic Rim Regional Council Libraries Beaudesert Library  - Inter library Loans,58 Brisbane Street    BEAUDESERT       QLD   4285     AUSTRALIA,07-5540 5243,,chantal.b@scenicrim.qld.gov.au,http://www.scenicrim.qld.gov.au/facilities/libraries.shtml
89019,City of Swan Beechboro Public Library,332 Benara Road    BEECHBORO       WA   6063     AUSTRALIA,08 9207 8585,,beechboro.library@swan.wa.gov.au,http://cityofswan.com
20399, Beechworth Carriage & Harness Museum,Old Railway Goods Shed    Railway Ave     BEECHWORTH       VIC   3747     AUSTRALIA,,,,
169326, Beechworth Honey Archive,,,,,
20418, Beechworth Powder Magazine,Skidmore Rd     BEECHWORTH       VIC   3747     AUSTRALIA,,,,
102030, Beerwah State High School Library,,,,,http://www.beerwahshs.eq.edu.au/
